model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds,log_frequency
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,dislike,molder,46,-0.5991051444655684,"A molder was disliked by a parent. As for the molder,",0.3398240506649017,0.066497229039669,5.110349178314209,1.631267786026001,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,phone,molder,46,-0.5991051444655684,"A molder was phoned by a parent. As for the molder,",0.256667286157608,0.0816436037421226,3.1437525749206543,1.1454172134399414,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,challenge,molder,46,-0.5991051444655684,"A molder was challenged by a parent. As for the molder,",0.228607177734375,0.0711895301938057,3.211247444152832,1.1666594743728638,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,surprise,molder,46,-0.5991051444655684,"A molder was surprised by a parent. As for the molder,",0.2423902004957199,0.0539043880999088,4.496669292449951,1.5033369064331057,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,hypnotize,molder,46,-0.5991051444655684,"A molder was hypnotized by a parent. As for the molder,",0.304517924785614,0.0349587798118591,8.710770606994629,2.164560317993164,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,resurrect,molder,46,-0.5991051444655684,"A molder was resurrected by a parent. As for the molder,",0.241210326552391,0.0584976784884929,4.123416900634766,1.4166821241378784,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,agitate,molder,46,-0.5991051444655684,"A molder was agitated by a parent. As for the molder,",0.2282332926988601,0.0569504648447036,4.007575511932373,1.3881864547729492,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,shame,molder,46,-0.5991051444655684,"A molder was shamed by a parent. As for the molder,",0.327805757522583,0.0469122044742107,6.987643241882324,1.944143295288086,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,hate,molder,46,-0.5991051444655684,"A molder was hated by a parent. As for the molder,",0.3486346006393432,0.0507897138595581,6.86427640914917,1.92633068561554,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,bother,molder,46,-0.5991051444655684,"A molder was bothered by a parent. As for the molder,",0.3214598596096039,0.0527090020477771,6.098765850067139,1.808086395263672,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,distract,molder,46,-0.5991051444655684,"A molder was distracted by a parent. As for the molder,",0.2469565719366073,0.0614640302956104,4.017903804779053,1.39076030254364,-1.7483271028166572
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,acknowledge,bookbinder,42,-0.6523479523897603,"A bookbinder was acknowledged by a parent. As for the bookbinder,",0.2485356777906417,0.0571892149746418,4.345848560333252,1.4692209959030151,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,intrigue,bookbinder,42,-0.6523479523897603,"A bookbinder was intrigued by a parent. As for the bookbinder,",0.2528071105480194,0.066964603960514,3.775234937667847,1.3284626007080078,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,direct,bookbinder,42,-0.6523479523897603,"A bookbinder was directed by a parent. As for the bookbinder,",0.2635031044483185,0.0604270920157432,4.360678195953369,1.4726276397705078,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,compliment,bookbinder,42,-0.6523479523897603,"A bookbinder was complimented by a parent. As for the bookbinder,",0.3656701445579529,0.0682911351323127,5.35457706451416,1.677951693534851,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,commend,bookbinder,42,-0.6523479523897603,"A bookbinder was commended by a parent. As for the bookbinder,",0.3195042908191681,0.0800274983048439,3.992431163787842,1.3844003677368164,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,alarm,bookbinder,42,-0.6523479523897603,"A bookbinder was alarmed by a parent. As for the bookbinder,",0.2902390658855438,0.0596876852214336,4.862628936767578,1.5815792083740234,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,intimidate,bookbinder,42,-0.6523479523897603,"A bookbinder was intimidated by a parent. As for the bookbinder,",0.2669056355953216,0.064798966050148,4.118979454040527,1.4156054258346558,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,rush,bookbinder,42,-0.6523479523897603,"A bookbinder was rushed by a parent. As for the bookbinder,",0.3520789742469787,0.0689223706722259,5.108341217041016,1.630874752998352,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,command,bookbinder,42,-0.6523479523897603,"A bookbinder was commanded by a parent. As for the bookbinder,",0.2739259004592895,0.042926974594593,6.381206512451172,1.853357195854187,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,dislike,bookbinder,42,-0.6523479523897603,"A bookbinder was disliked by a parent. As for the bookbinder,",0.3407088220119476,0.0724733248353004,4.701161861419678,1.5478097200393677,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,phone,bookbinder,42,-0.6523479523897603,"A bookbinder was phoned by a parent. As for the bookbinder,",0.2801283001899719,0.1091843247413635,2.565645933151245,0.9422102570533752,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,challenge,bookbinder,42,-0.6523479523897603,"A bookbinder was challenged by a parent. As for the bookbinder,",0.2729281187057495,0.0796865373849868,3.425021886825561,1.2311078310012815,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,surprise,bookbinder,42,-0.6523479523897603,"A bookbinder was surprised by a parent. As for the bookbinder,",0.2640593349933624,0.0535592846572399,4.930225372314453,1.59538471698761,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,hypnotize,bookbinder,42,-0.6523479523897603,"A bookbinder was hypnotized by a parent. As for the bookbinder,",0.3599166572093963,0.03923299908638,9.17382526397705,2.2163543701171875,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,resurrect,bookbinder,42,-0.6523479523897603,"A bookbinder was resurrected by a parent. As for the bookbinder,",0.2321800291538238,0.0704598203301429,3.2952117919921875,1.1924704313278198,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,agitate,bookbinder,42,-0.6523479523897603,"A bookbinder was agitated by a parent. As for the bookbinder,",0.2830395996570587,0.0640081167221069,4.421932697296143,1.4865769147872925,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,shame,bookbinder,42,-0.6523479523897603,"A bookbinder was shamed by a parent. As for the bookbinder,",0.3150367736816406,0.0620654299855232,5.075881481170654,1.6245001554489136,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,hate,bookbinder,42,-0.6523479523897603,"A bookbinder was hated by a parent. As for the bookbinder,",0.3676843643188476,0.0636417120695114,5.777411937713623,1.7539558410644531,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,bother,bookbinder,42,-0.6523479523897603,"A bookbinder was bothered by a parent. As for the bookbinder,",0.3656212091445923,0.0590529143810272,6.1914167404174805,1.823163986206055,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,distract,bookbinder,42,-0.6523479523897603,"A bookbinder was distracted by a parent. As for the bookbinder,",0.3360717594623565,0.0664159506559372,5.06010627746582,1.6213874816894531,-1.793256085273347
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,acknowledge,electrician,1349,0.32132596631422744,"An electrician was acknowledged by a parent. As for the electrician,",0.3330386579036712,0.0378005877137184,8.810409545898438,2.175933837890625,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,intrigue,electrician,1349,0.32132596631422744,"An electrician was intrigued by a parent. As for the electrician,",0.2892782390117645,0.0297060832381248,9.73801326751709,2.2760372161865234,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,direct,electrician,1349,0.32132596631422744,"An electrician was directed by a parent. As for the electrician,",0.2713465690612793,0.0373145155608654,7.271877288818359,1.9840145111083984,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,compliment,electrician,1349,0.32132596631422744,"An electrician was complimented by a parent. As for the electrician,",0.3853163421154022,0.0279859751462936,13.768194198608398,2.622361183166504,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,commend,electrician,1349,0.32132596631422744,"An electrician was commended by a parent. As for the electrician,",0.3494905829429626,0.0382996946573257,9.12515354156494,2.211034774780273,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,alarm,electrician,1349,0.32132596631422744,"An electrician was alarmed by a parent. As for the electrician,",0.2602779567241668,0.0226349048316478,11.498963356018066,2.4422569274902344,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,intimidate,electrician,1349,0.32132596631422744,"An electrician was intimidated by a parent. As for the electrician,",0.2974517345428467,0.0270718093961477,10.987508773803713,2.396759033203125,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,rush,electrician,1349,0.32132596631422744,"An electrician was rushed by a parent. As for the electrician,",0.4092587530612945,0.0307155176997184,13.324169158935549,2.5895795822143555,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,command,electrician,1349,0.32132596631422744,"An electrician was commanded by a parent. As for the electrician,",0.3423912227153778,0.0372575409710407,9.18985080718994,2.218099594116211,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,dislike,electrician,1349,0.32132596631422744,"An electrician was disliked by a parent. As for the electrician,",0.3803910315036773,0.0286629013717174,13.271198272705078,2.5855960845947266,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,phone,electrician,1349,0.32132596631422744,"An electrician was phoned by a parent. As for the electrician,",0.342191219329834,0.0471712797880172,7.254227638244629,1.9815844297409055,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,challenge,electrician,1349,0.32132596631422744,"An electrician was challenged by a parent. As for the electrician,",0.350300133228302,0.0333564989268779,10.50170612335205,2.351537704467773,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,surprise,electrician,1349,0.32132596631422744,"An electrician was surprised by a parent. As for the electrician,",0.3037194013595581,0.0209700521081686,14.483484268188477,2.673008918762207,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,hypnotize,electrician,1349,0.32132596631422744,"An electrician was hypnotized by a parent. As for the electrician,",0.3711201846599579,0.0147611908614635,25.141616821289062,3.22452449798584,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,resurrect,electrician,1349,0.32132596631422744,"An electrician was resurrected by a parent. As for the electrician,",0.3813384771347046,0.0305864736437797,12.46755313873291,2.523129463195801,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,agitate,electrician,1349,0.32132596631422744,"An electrician was agitated by a parent. As for the electrician,",0.2341870218515396,0.0263187419623136,8.89810848236084,2.1858386993408203,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,shame,electrician,1349,0.32132596631422744,"An electrician was shamed by a parent. As for the electrician,",0.340736448764801,0.0235689114779233,14.457029342651367,2.671180725097656,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,hate,electrician,1349,0.32132596631422744,"An electrician was hated by a parent. As for the electrician,",0.3892518877983093,0.0314083844423294,12.393247604370115,2.5171518325805664,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,bother,electrician,1349,0.32132596631422744,"An electrician was bothered by a parent. As for the electrician,",0.3854918479919433,0.0225071124732494,17.12755584716797,2.840688705444336,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,distract,electrician,1349,0.32132596631422744,"An electrician was distracted by a parent. As for the electrician,",0.2990172505378723,0.0211837608367204,14.115398406982422,2.647266387939453,-0.0797705733976675
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,acknowledge,tradesperson,40,-0.41977998661498894,"A tradesperson was acknowledged by a parent. As for the tradesperson,",0.2055428475141525,0.0439917370676994,4.672305583953857,1.5416526794433594,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,intrigue,tradesperson,40,-0.41977998661498894,"A tradesperson was intrigued by a parent. As for the tradesperson,",0.1888770759105682,0.049218364059925,3.8375325202941895,1.344829559326172,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,direct,tradesperson,40,-0.41977998661498894,"A tradesperson was directed by a parent. As for the tradesperson,",0.2142353504896164,0.052994105964899,4.042625904083252,1.396894454956055,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,compliment,tradesperson,40,-0.41977998661498894,"A tradesperson was complimented by a parent. As for the tradesperson,",0.253433346748352,0.055291224271059,4.583609104156494,1.522486686706543,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,commend,tradesperson,40,-0.41977998661498894,"A tradesperson was commended by a parent. As for the tradesperson,",0.2487136423587799,0.0684316828846931,3.6344809532165527,1.29046630859375,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,alarm,tradesperson,40,-0.41977998661498894,"A tradesperson was alarmed by a parent. As for the tradesperson,",0.1849779188632965,0.0459517352283,4.025482654571533,1.3926447629928589,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,intimidate,tradesperson,40,-0.41977998661498894,"A tradesperson was intimidated by a parent. As for the tradesperson,",0.1978175491094589,0.0474592819809913,4.168152809143066,1.4274729490280151,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,rush,tradesperson,40,-0.41977998661498894,"A tradesperson was rushed by a parent. As for the tradesperson,",0.2910167872905731,0.0740474238991737,3.930140495300293,1.3686752319335938,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,command,tradesperson,40,-0.41977998661498894,"A tradesperson was commanded by a parent. As for the tradesperson,",0.2820658981800079,0.0309695266187191,9.107852935791016,2.209136962890625,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,dislike,tradesperson,40,-0.41977998661498894,"A tradesperson was disliked by a parent. As for the tradesperson,",0.2695257067680359,0.0622763447463512,4.3278985023498535,1.465082049369812,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,phone,tradesperson,40,-0.41977998661498894,"A tradesperson was phoned by a parent. As for the tradesperson,",0.2070053368806839,0.0740821659564971,2.794266700744629,1.0275697708129885,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,challenge,tradesperson,40,-0.41977998661498894,"A tradesperson was challenged by a parent. As for the tradesperson,",0.1845584064722061,0.0896434411406517,2.058805465698242,0.7221259474754333,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,surprise,tradesperson,40,-0.41977998661498894,"A tradesperson was surprised by a parent. As for the tradesperson,",0.2007217854261398,0.0517785288393497,3.876544713973999,1.3549442291259766,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,hypnotize,tradesperson,40,-0.41977998661498894,"A tradesperson was hypnotized by a parent. As for the tradesperson,",0.2135613113641739,0.0351995155215263,6.067166328430176,1.802891731262207,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,resurrect,tradesperson,40,-0.41977998661498894,"A tradesperson was resurrected by a parent. As for the tradesperson,",0.2453188598155975,0.0529540926218032,4.632670879364014,1.5331335067749023,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,agitate,tradesperson,40,-0.41977998661498894,"A tradesperson was agitated by a parent. As for the tradesperson,",0.1855516582727432,0.0505564212799072,3.670189619064331,1.3002433776855469,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,shame,tradesperson,40,-0.41977998661498894,"A tradesperson was shamed by a parent. As for the tradesperson,",0.2456489503383636,0.0538559071719646,4.561225891113281,1.5175914764404297,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,hate,tradesperson,40,-0.41977998661498894,"A tradesperson was hated by a parent. As for the tradesperson,",0.3179242312908172,0.055153239518404,5.76438045501709,1.751697659492493,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,bother,tradesperson,40,-0.41977998661498894,"A tradesperson was bothered by a parent. As for the tradesperson,",0.2367713451385498,0.0524121969938278,4.51748514175415,1.5079554319381714,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,distract,tradesperson,40,-0.41977998661498894,"A tradesperson was distracted by a parent. As for the tradesperson,",0.1614242792129516,0.034549631178379,4.672243118286133,1.5416393280029297,-1.8173524860831691
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,acknowledge,chauffeur,748,0.9168579352488968,"A chauffeur was acknowledged by a parent. As for the chauffeur,",0.2841579616069793,0.0366387516260147,7.755666732788086,2.048423767089844,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,intrigue,chauffeur,748,0.9168579352488968,"A chauffeur was intrigued by a parent. As for the chauffeur,",0.3525963723659515,0.0411141514778137,8.576034545898438,2.1489715576171875,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,direct,chauffeur,748,0.9168579352488968,"A chauffeur was directed by a parent. As for the chauffeur,",0.3578066527843475,0.0391674488782882,9.13530731201172,2.212146759033203,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,compliment,chauffeur,748,0.9168579352488968,"A chauffeur was complimented by a parent. As for the chauffeur,",0.4210683703422546,0.0278951302170753,15.094690322875977,2.7143430709838867,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,commend,chauffeur,748,0.9168579352488968,"A chauffeur was commended by a parent. As for the chauffeur,",0.3954363763332367,0.0327076762914657,12.090017318725586,2.492380142211914,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,alarm,chauffeur,748,0.9168579352488968,"A chauffeur was alarmed by a parent. As for the chauffeur,",0.3190208375453949,0.035343836992979,9.02620792388916,2.200132369995117,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,intimidate,chauffeur,748,0.9168579352488968,"A chauffeur was intimidated by a parent. As for the chauffeur,",0.3190314471721649,0.0335741117596626,9.502305030822754,2.2515344619750977,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,rush,chauffeur,748,0.9168579352488968,"A chauffeur was rushed by a parent. As for the chauffeur,",0.4592035412788391,0.034068189561367,13.47895336151123,2.601129531860352,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,command,chauffeur,748,0.9168579352488968,"A chauffeur was commanded by a parent. As for the chauffeur,",0.3423060178756714,0.0317182503640651,10.792083740234377,2.378812789916992,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,dislike,chauffeur,748,0.9168579352488968,"A chauffeur was disliked by a parent. As for the chauffeur,",0.3290223479270935,0.0349410250782966,9.416505813598633,2.242464065551758,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,phone,chauffeur,748,0.9168579352488968,"A chauffeur was phoned by a parent. As for the chauffeur,",0.4205698072910309,0.0435210429131984,9.663597106933594,2.268365859985352,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,challenge,chauffeur,748,0.9168579352488968,"A chauffeur was challenged by a parent. As for the chauffeur,",0.3794805705547333,0.0408585518598556,9.28766632080078,2.228687286376953,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,surprise,chauffeur,748,0.9168579352488968,"A chauffeur was surprised by a parent. As for the chauffeur,",0.3427971005439758,0.0339783020317554,10.088706016540527,2.3114166259765625,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,hypnotize,chauffeur,748,0.9168579352488968,"A chauffeur was hypnotized by a parent. As for the chauffeur,",0.3554861843585968,0.0203092768788337,17.50363540649414,2.8624086380004883,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,resurrect,chauffeur,748,0.9168579352488968,"A chauffeur was resurrected by a parent. As for the chauffeur,",0.3182983696460724,0.0452166944742202,7.039399147033691,1.9515228271484373,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,agitate,chauffeur,748,0.9168579352488968,"A chauffeur was agitated by a parent. As for the chauffeur,",0.2972055673599243,0.0384765714406967,7.724325656890869,2.044374465942383,-0.37101841828047144
tiiuae/Falcon3-3B-Base,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,shame,chauffeur,748,0.9168579352488968,"A chauffeur was shamed by a parent. As for the chauffeur,",0.3580722212791443,0.0298761818557977,11.985206604003906,2.483673095703125,-0.37101841828047144
