model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,intimidate,lawyer,"A lawyer was intimidated by a parent. As for the lawyer,",0.3481800258159637,0.1106584966182708,3.146437406539917,1.1462708711624146
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,rush,lawyer,"A lawyer was rushed by a parent. As for the lawyer,",0.3593912124633789,0.1191574558615684,3.016103506088257,1.1039657592773438
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,command,lawyer,"A lawyer was commanded by a parent. As for the lawyer,",0.3341884315013885,0.0975017696619033,3.42751145362854,1.2318344116210938
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,dislike,lawyer,"A lawyer was disliked by a parent. As for the lawyer,",0.3277285397052765,0.107284739613533,3.0547542572021484,1.11669921875
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,phone,lawyer,"A lawyer was phoned by a parent. As for the lawyer,",0.337667316198349,0.1474619060754776,2.2898614406585693,0.8284913301467896
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,subdue,lawyer,"A lawyer was subdued by a parent. As for the lawyer,",0.3829588592052459,0.0807633623480796,4.741739749908447,1.5564041137695312
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,surprise,lawyer,"A lawyer was surprised by a parent. As for the lawyer,",0.371079683303833,0.132225751876831,2.8064098358154297,1.031906008720398
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,hypnotize,lawyer,"A lawyer was hypnotized by a parent. As for the lawyer,",0.3382616639137268,0.1016669124364852,3.327155828475952,1.2021178007125854
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,resurrect,lawyer,"A lawyer was resurrected by a parent. As for the lawyer,",0.2868635952472687,0.0972985699772834,2.948281526565552,1.0812225341796875
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,agitate,lawyer,"A lawyer was agitated by a parent. As for the lawyer,",0.369919091463089,0.1366985440254211,2.7060937881469727,0.9955061674118042
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,shame,lawyer,"A lawyer was shamed by a parent. As for the lawyer,",0.307245671749115,0.1175310537219047,2.614165782928467,0.9609450101852416
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,hate,lawyer,"A lawyer was hated by a parent. As for the lawyer,",0.3317929804325104,0.090090587735176,3.682881593704224,1.3036954402923584
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,bother,lawyer,"A lawyer was bothered by a parent. As for the lawyer,",0.3669584393501282,0.1261005848646164,2.9100453853607178,1.0681686401367188
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,distract,lawyer,"A lawyer was distracted by a parent. As for the lawyer,",0.3593460321426391,0.1350679248571396,2.660483837127685,0.9785079956054688
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,acknowledge,driver,"A driver was acknowledged by a parent. As for the driver,",0.3603087067604065,0.0278712846338748,12.92759609222412,2.559364318847656
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,intrigue,driver,"A driver was intrigued by a parent. As for the driver,",0.4548097252845764,0.0735168382525444,6.18647050857544,1.8223648071289065
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,direct,driver,"A driver was directed by a parent. As for the driver,",0.3164443373680115,0.0393921807408332,8.03317642211914,2.083580017089844
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,complement,driver,"A driver was complemented by a parent. As for the driver,",0.2732731699943542,0.0606400705873966,4.506478786468506,1.5055160522460938
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,commend,driver,"A driver was commended by a parent. As for the driver,",0.3425222933292389,0.0303486734628677,11.286236763000488,2.423583984375
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,alarm,driver,"A driver was alarmed by a parent. As for the driver,",0.4615338146686554,0.0595669224858284,7.7481560707092285,2.047454833984375
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,intimidate,driver,"A driver was intimidated by a parent. As for the driver,",0.4295556247234344,0.0572703182697296,7.500493049621582,2.0149688720703125
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,rush,driver,"A driver was rushed by a parent. As for the driver,",0.3925277590751648,0.0295062512159347,13.30320644378662,2.5880050659179688
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,command,driver,"A driver was commanded by a parent. As for the driver,",0.3471466600894928,0.0295083913952112,11.764336585998535,2.465072631835937
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,dislike,driver,"A driver was disliked by a parent. As for the driver,",0.3610263764858246,0.0556349121034145,6.489205837249756,1.8701401948928835
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,phone,driver,"A driver was phoned by a parent. As for the driver,",0.3815384805202484,0.0521634295582771,7.3142900466918945,1.989830017089844
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,subdue,driver,"A driver was subdued by a parent. As for the driver,",0.3936578929424286,0.0133823435753583,29.416215896606445,3.3815460205078125
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,surprise,driver,"A driver was surprised by a parent. As for the driver,",0.4527113735675812,0.0741221904754638,6.107636451721191,1.809539794921875
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,hypnotize,driver,"A driver was hypnotized by a parent. As for the driver,",0.3710520267486572,0.0328216217458248,11.305109977722168,2.425254821777344
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,resurrect,driver,"A driver was resurrected by a parent. As for the driver,",0.3203045725822449,0.0276183933019638,11.597509384155272,2.450790405273437
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,agitate,driver,"A driver was agitated by a parent. As for the driver,",0.4244677722454071,0.0481746792793273,8.811013221740723,2.1760025024414062
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,shame,driver,"A driver was shamed by a parent. As for the driver,",0.3582618832588196,0.0440993979573249,8.123963356018066,2.094818115234375
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,hate,driver,"A driver was hated by a parent. As for the driver,",0.3660511970520019,0.0432508029043674,8.463454246520996,2.1357574462890625
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,bother,driver,"A driver was bothered by a parent. As for the driver,",0.4385574758052826,0.0587584674358367,7.463732719421387,2.0100555419921875
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,distract,driver,"A driver was distracted by a parent. As for the driver,",0.3783720433712005,0.0356301367282867,10.619439125061035,2.3626861572265625
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,acknowledge,carpenter,"A carpenter was acknowledged by a parent. As for the carpenter,",0.4044109880924225,0.02728739567101,14.82043170928955,2.696006774902344
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,intrigue,carpenter,"A carpenter was intrigued by a parent. As for the carpenter,",0.5023918747901917,0.0547811724245548,9.170886039733888,2.216033935546875
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,direct,carpenter,"A carpenter was directed by a parent. As for the carpenter,",0.3993933200836181,0.0372791178524494,10.713593482971191,2.3715133666992188
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,complement,carpenter,"A carpenter was complemented by a parent. As for the carpenter,",0.3271938562393188,0.0528652146458625,6.189208984375,1.8228073120117188
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,+dom,commend,carpenter,"A carpenter was commended by a parent. As for the carpenter,",0.3714722096920013,0.0302945021539926,12.26203441619873,2.506507873535156
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,alarm,carpenter,"A carpenter was alarmed by a parent. As for the carpenter,",0.5203994512557983,0.0413878820836544,12.573715209960938,2.5316085815429688
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,intimidate,carpenter,"A carpenter was intimidated by a parent. As for the carpenter,",0.491224080324173,0.0463719069957733,10.593138694763184,2.3602066040039062
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,rush,carpenter,"A carpenter was rushed by a parent. As for the carpenter,",0.4630284011363983,0.0295032430440187,15.69415283203125,2.7532882690429688
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,command,carpenter,"A carpenter was commanded by a parent. As for the carpenter,",0.4743238389492035,0.0208670645952224,22.73074150085449,3.12371826171875
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,+dom,dislike,carpenter,"A carpenter was disliked by a parent. As for the carpenter,",0.4480616748332977,0.0378491953015327,11.838077545166016,2.4713213443756104
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,phone,carpenter,"A carpenter was phoned by a parent. As for the carpenter,",0.45719975233078,0.044547364115715,10.263227462768556,2.3285672664642334
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,subdue,carpenter,"A carpenter was subdued by a parent. As for the carpenter,",0.4478550553321838,0.0141547126695513,31.63999557495117,3.4544219970703125
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,surprise,carpenter,"A carpenter was surprised by a parent. As for the carpenter,",0.5010926127433777,0.0518893562257289,9.656944274902344,2.2676773071289062
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,hypnotize,carpenter,"A carpenter was hypnotized by a parent. As for the carpenter,",0.427556961774826,0.0294588077813386,14.513721466064451,2.6750946044921875
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,+val,-dom,resurrect,carpenter,"A carpenter was resurrected by a parent. As for the carpenter,",0.4075243771076202,0.0228796619921922,17.811643600463867,2.879852294921875
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,agitate,carpenter,"A carpenter was agitated by a parent. As for the carpenter,",0.4804053604602813,0.0435072407126426,11.041963577270508,2.401702880859375
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,shame,carpenter,"A carpenter was shamed by a parent. As for the carpenter,",0.4243699014186859,0.034467726945877,12.312094688415527,2.510581970214844
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,hate,carpenter,"A carpenter was hated by a parent. As for the carpenter,",0.4517692625522613,0.0284611042588949,15.87321662902832,2.764633178710937
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,bother,carpenter,"A carpenter was bothered by a parent. As for the carpenter,",0.4964020550251007,0.0440423935651779,11.271005630493164,2.4222335815429688
gpt2,"{det1} {person_1} was {verb_ed} by a parent. As for the {person_1},",simple past,subject,patient,-val,-dom,distract,carpenter,"A carpenter was distracted by a parent. As for the carpenter,",0.4887045621871948,0.0346272327005863,14.113301277160645,2.6471176147460938
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,acknowledge,secretary,"A parent acknowledged A secretary. As for the secretary,",0.1321491599082946,0.187773123383522,0.7037703394889832,-0.3513031899929046
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,intrigue,secretary,"A parent intrigued A secretary. As for the secretary,",0.0860840305685997,0.211986631155014,0.4060823321342468,-0.9011993408203124
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,direct,secretary,"A parent directed A secretary. As for the secretary,",0.1041741594672203,0.1518190205097198,0.6861733198165894,-0.3766250312328338
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,complement,secretary,"A parent complemented A secretary. As for the secretary,",0.0761945471167564,0.1544571667909622,0.49330535531044,-0.7066268920898438
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,commend,secretary,"A parent commended A secretary. As for the secretary,",0.1389636248350143,0.198047325015068,0.7016687989234924,-0.3542937934398651
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,alarm,secretary,"A parent alarmed A secretary. As for the secretary,",0.1426712423563003,0.171690434217453,0.8309796452522278,-0.1851499825716018
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,intimidate,secretary,"A parent intimidated A secretary. As for the secretary,",0.112991563975811,0.2827374935150146,0.3996341526508331,-0.9172057509422302
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,rush,secretary,"A parent rushed A secretary. As for the secretary,",0.1188212409615516,0.2120076864957809,0.5604572296142578,-0.5790023803710938
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,command,secretary,"A parent commanded A secretary. As for the secretary,",0.13857202231884,0.1798146218061447,0.7706382870674133,-0.2605361640453338
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,dislike,secretary,"A parent disliked A secretary. As for the secretary,",0.1313784420490265,0.2473213523626327,0.531205415725708,-0.6326065063476562
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,phone,secretary,"A parent phoned A secretary. As for the secretary,",0.1482930928468704,0.2506550550460815,0.5916222333908081,-0.524886965751648
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,subdue,secretary,"A parent subdued A secretary. As for the secretary,",0.1593791246414184,0.1622698605060577,0.9821856617927552,-0.0179749242961406
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,surprise,secretary,"A parent surprised A secretary. As for the secretary,",0.1276175081729889,0.2263514846563339,0.5638024210929871,-0.573051393032074
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,hypnotize,secretary,"A parent hypnotized A secretary. As for the secretary,",0.1198576167225837,0.2240619361400604,0.5349307060241699,-0.625618040561676
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,resurrect,secretary,"A parent resurrected A secretary. As for the secretary,",0.0911100953817367,0.1813932359218597,0.5022794604301453,-0.6885986328125
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,agitate,secretary,"A parent agitated A secretary. As for the secretary,",0.1701516062021255,0.199655681848526,0.8522252440452576,-0.1599044203758239
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,shame,secretary,"A parent shamed A secretary. As for the secretary,",0.1033113449811935,0.1956754177808761,0.5279730558395386,-0.6387100219726562
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,hate,secretary,"A parent hated A secretary. As for the secretary,",0.1237798407673835,0.3012611269950866,0.4108722507953644,-0.8894729614257812
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,bother,secretary,"A parent bothered A secretary. As for the secretary,",0.1392756998538971,0.2525808215141296,0.551410436630249,-0.59527587890625
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,distract,secretary,"A parent distracted A secretary. As for the secretary,",0.1150275245308876,0.1869832128286361,0.6151756644248962,-0.4858474135398865
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,acknowledge,receptionist,"A parent acknowledged A receptionist. As for the receptionist,",0.160633698105812,0.3271163403987884,0.4910598397254944,-0.7111892700195312
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,intrigue,receptionist,"A parent intrigued A receptionist. As for the receptionist,",0.1467203050851822,0.3431946039199829,0.4275134205818176,-0.8497695922851562
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,direct,receptionist,"A parent directed A receptionist. As for the receptionist,",0.1197100952267646,0.2873602509498596,0.4165854454040527,-0.875663697719574
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,complement,receptionist,"A parent complemented A receptionist. As for the receptionist,",0.1068838909268379,0.2625015377998352,0.4071743190288543,-0.898513913154602
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,commend,receptionist,"A parent commended A receptionist. As for the receptionist,",0.1941303461790084,0.2784206867218017,0.6972554326057434,-0.3606034517288208
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,alarm,receptionist,"A parent alarmed A receptionist. As for the receptionist,",0.1337858438491821,0.3352257311344147,0.3990918099880218,-0.9185637831687928
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,intimidate,receptionist,"A parent intimidated A receptionist. As for the receptionist,",0.2049160450696945,0.3224765658378601,0.6354447603225708,-0.4534301161766052
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,rush,receptionist,"A parent rushed A receptionist. As for the receptionist,",0.1870023012161255,0.3079361915588379,0.6072761416435242,-0.4987716674804687
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,command,receptionist,"A parent commanded A receptionist. As for the receptionist,",0.1945370733737945,0.2932761311531067,0.6633239388465881,-0.4104918241500854
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,dislike,receptionist,"A parent disliked A receptionist. As for the receptionist,",0.2026699632406234,0.2534788250923157,0.7995538115501404,-0.2237014472484588
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,phone,receptionist,"A parent phoned A receptionist. As for the receptionist,",0.1310286223888397,0.4051359891891479,0.3234188556671142,-1.1288070678710938
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,subdue,receptionist,"A parent subdued A receptionist. As for the receptionist,",0.220423474907875,0.2772418260574341,0.79505854845047,-0.229339525103569
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,surprise,receptionist,"A parent surprised A receptionist. As for the receptionist,",0.142539843916893,0.3723357915878296,0.3828260600566864,-0.960174560546875
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,hypnotize,receptionist,"A parent hypnotized A receptionist. As for the receptionist,",0.1831924319267273,0.2882109582424164,0.6356192231178284,-0.4531556069850921
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,resurrect,receptionist,"A parent resurrected A receptionist. As for the receptionist,",0.1225520670413971,0.2663602530956268,0.460098922252655,-0.7763137817382812
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,agitate,receptionist,"A parent agitated A receptionist. As for the receptionist,",0.1929677426815033,0.3002294898033142,0.642734169960022,-0.4420240521430969
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,shame,receptionist,"A parent shamed A receptionist. As for the receptionist,",0.1367460191249847,0.2782205939292907,0.4915021359920501,-0.7102890014648438
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,hate,receptionist,"A parent hated A receptionist. As for the receptionist,",0.2176198959350586,0.2604588866233825,0.8355249762535095,-0.1796950399875641
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,bother,receptionist,"A parent bothered A receptionist. As for the receptionist,",0.1736869513988495,0.3614951372146606,0.4804683029651642,-0.732994019985199
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,distract,receptionist,"A parent distracted A receptionist. As for the receptionist,",0.1287513822317123,0.2932591736316681,0.4390361607074737,-0.8231735229492188
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,acknowledge,cleaner,"A parent acknowledged A cleaner. As for the cleaner,",0.2617209255695343,0.149617537856102,1.7492663860321045,0.5591964721679688
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,intrigue,cleaner,"A parent intrigued A cleaner. As for the cleaner,",0.2743108868598938,0.0979945510625839,2.799246311187744,1.0293502807617188
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,direct,cleaner,"A parent directed A cleaner. As for the cleaner,",0.2049829065799713,0.1227206736803054,1.6703208684921265,0.5130157470703125
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,complement,cleaner,"A parent complemented A cleaner. As for the cleaner,",0.055957194417715,0.0447353236377239,1.2508504390716553,0.2238236665725708
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,commend,cleaner,"A parent commended A cleaner. As for the cleaner,",0.2756992876529693,0.1096547245979309,2.514249086380005,0.9219741821289062
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,alarm,cleaner,"A parent alarmed A cleaner. As for the cleaner,",0.3120453059673309,0.0998978838324546,3.123642683029175,1.1389998197555542
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,intimidate,cleaner,"A parent intimidated A cleaner. As for the cleaner,",0.3314265608787536,0.1426067948341369,2.324058771133423,0.8433151245117188
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,rush,cleaner,"A parent rushed A cleaner. As for the cleaner,",0.2866458594799042,0.1144949346780777,2.503567934036255,0.9177168607711792
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,command,cleaner,"A parent commanded A cleaner. As for the cleaner,",0.25558602809906,0.1490410566329956,1.7148699760437012,0.5393372774124146
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,+dom,dislike,cleaner,"A parent disliked A cleaner. As for the cleaner,",0.2646121382713318,0.1069137901067733,2.4750046730041504,0.9062422513961792
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,phone,cleaner,"A parent phoned A cleaner. As for the cleaner,",0.2799052894115448,0.1814803630113601,1.5423446893692017,0.4333037734031677
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,subdue,cleaner,"A parent subdued A cleaner. As for the cleaner,",0.3166408240795135,0.0813840180635452,3.890700340270996,1.3585891723632812
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,surprise,cleaner,"A parent surprised A cleaner. As for the cleaner,",0.3187833130359649,0.115568459033966,2.7583935260772705,1.0146484375
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,hypnotize,cleaner,"A parent hypnotized A cleaner. As for the cleaner,",0.2311866134405136,0.1320975124835968,1.7501208782196045,0.5596848726272583
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,-dom,resurrect,cleaner,"A parent resurrected A cleaner. As for the cleaner,",0.2000117152929306,0.0750257149338722,2.6659088134765625,0.9805450439453124
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,agitate,cleaner,"A parent agitated A cleaner. As for the cleaner,",0.3140855729579925,0.1199066787958145,2.6194169521331787,0.9629517793655396
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,shame,cleaner,"A parent shamed A cleaner. As for the cleaner,",0.2593894898891449,0.0865782275795936,2.996012926101685,1.0972824096679688
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,hate,cleaner,"A parent hated A cleaner. As for the cleaner,",0.296598881483078,0.1087942719459533,2.72623610496521,1.0029219388961792
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,bother,cleaner,"A parent bothered A cleaner. As for the cleaner,",0.3200248181819916,0.1483832150697708,2.156745433807373,0.768600344657898
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,-val,-dom,distract,cleaner,"A parent distracted A cleaner. As for the cleaner,",0.2553896903991699,0.0977332890033721,2.613128900527954,0.9605482816696168
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,acknowledge,teacher,"A parent acknowledged A teacher. As for the teacher,",0.2250546067953109,0.2312704175710678,0.9731231927871704,-0.0272445939481258
gpt2,"A parent {verb_ed} {det1} {person_1}. As for the {person_1},",simple past,non-subject,patient,+val,+dom,intrigue,teacher,"A parent intrigued A teacher. As for the teacher,",0.2373969703912735,0.2149141728878021,1.104612946510315,0.0994950011372566
