target_model,model_name,term,n_runs,mean_coef,std_coef,min_coef,max_coef,positive_rate,negative_rate
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],1,0.0046691894531228,,0.0046691894531228,0.0046691894531228,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.past perfect]:C(valence)[T.-val],1,0.0814566476004424,,0.0814566476004424,0.0814566476004424,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.present continuous],1,0.0825611659458778,,0.0825611659458778,0.0825611659458778,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.present continuous]:C(dominance)[T.-dom],1,-0.102245657784602,,-0.102245657784602,-0.102245657784602,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.present continuous]:C(semantic_role)[T.patient],1,-0.0239576067243326,,-0.0239576067243326,-0.0239576067243326,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],1,0.0447862897600424,,0.0447862897600424,0.0447862897600424,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.present continuous]:C(valence)[T.-val],1,0.0246856689453085,,0.0246856689453085,0.0246856689453085,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.present perfect],1,0.1861456734793603,,0.1861456734793603,0.1861456734793603,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.present perfect]:C(dominance)[T.-dom],1,-0.022112601143977,,-0.022112601143977,-0.022112601143977,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.present perfect]:C(semantic_role)[T.patient],1,-0.0091391427176362,,-0.0091391427176362,-0.0091391427176362,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],1,-0.0772072928292436,,-0.0772072928292436,-0.0772072928292436,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.present perfect]:C(valence)[T.-val],1,0.0713854108537906,,0.0713854108537906,0.0713854108537906,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.simple future],1,0.5522395542689827,,0.5522395542689827,0.5522395542689827,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.simple future]:C(dominance)[T.-dom],1,-0.1494550432477724,,-0.1494550432477724,-0.1494550432477724,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.simple future]:C(semantic_role)[T.patient],1,0.1399047851562474,,0.1399047851562474,0.1399047851562474,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.simple future]:C(syntactic_role)[T.subject],1,-0.1481794084821463,,-0.1481794084821463,-0.1481794084821463,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.simple future]:C(valence)[T.-val],1,0.1633745465959775,,0.1633745465959775,0.1633745465959775,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.simple past],1,0.0485386439732212,,0.0485386439732212,0.0485386439732212,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.simple past]:C(dominance)[T.-dom],1,0.0121904645647283,,0.0121904645647283,0.0121904645647283,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.simple past]:C(semantic_role)[T.patient],1,-0.0663992745535736,,-0.0663992745535736,-0.0663992745535736,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.simple past]:C(syntactic_role)[T.subject],1,0.1119881766183017,,0.1119881766183017,0.1119881766183017,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(tense)[T.simple past]:C(valence)[T.-val],1,0.0855922154017817,,0.0855922154017817,0.0855922154017817,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(valence)[T.-val],1,0.0125427246093799,,0.0125427246093799,0.0125427246093799,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,C(valence)[T.-val]:C(dominance)[T.-dom],1,-0.0833984375000008,,-0.0833984375000008,-0.0833984375000008,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed,C(valence)[T.-val]:C(semantic_role)[T.patient],1,0.0339477539062485,,0.0339477539062485,0.0339477539062485,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed,Intercept,1,1.037110900873958,,1.037110900873958,1.037110900873958,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom],1,0.1126348586309448,,0.1126348586309448,0.1126348586309448,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.carpenter],1,-0.0430013020833272,,-0.0430013020833272,-0.0430013020833272,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.cashier],1,-0.121346028645827,,-0.121346028645827,-0.121346028645827,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.ceo],1,0.1003499348958394,,0.1003499348958394,0.1003499348958394,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.cleaner],1,0.096935017903652,,0.096935017903652,0.096935017903652,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.cook],1,-0.0944519042968688,,-0.0944519042968688,-0.0944519042968688,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.designer],1,-0.0255045572916606,,-0.0255045572916606,-0.0255045572916606,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.driver],1,-0.0217122395833272,,-0.0217122395833272,-0.0217122395833272,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.lawyer],1,0.0143229166666727,,0.0143229166666727,0.0143229166666727,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.manager],1,-0.0907979329427023,,-0.0907979329427023,-0.0907979329427023,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.receptionist],1,-0.1958730061848897,,-0.1958730061848897,-0.1958730061848897,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.salesperson],1,-0.0342285156249937,,-0.0342285156249937,-0.0342285156249937,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.secretary],1,-0.4125325520833274,,-0.4125325520833274,-0.4125325520833274,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(dominance)[T.-dom]:C(profession)[T.teacher],1,-0.1361877441406188,,-0.1361877441406188,-0.1361877441406188,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.carpenter],1,2.2818684895833323,,2.2818684895833323,2.2818684895833323,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.cashier],1,-1.836889648437531,,-1.836889648437531,-1.836889648437531,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.ceo],1,0.0235880533854052,,0.0235880533854052,0.0235880533854052,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.cleaner],1,-1.683190409342475,,-1.683190409342475,-1.683190409342475,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.cook],1,-0.8718536376953376,,-0.8718536376953376,-0.8718536376953376,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.designer],1,-0.5969075520833501,,-0.5969075520833501,-0.5969075520833501,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.driver],1,0.3414062499999821,,0.3414062499999821,0.3414062499999821,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.lawyer],1,0.4624837239582994,,0.4624837239582994,0.4624837239582994,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.manager],1,-0.4582753499348803,,-0.4582753499348803,-0.4582753499348803,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.receptionist],1,-2.5469426472981813,,-2.5469426472981813,-2.5469426472981813,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.salesperson],1,-0.4128662109375167,,-0.4128662109375167,-0.4128662109375167,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.secretary],1,-2.7870218912760327,,-2.7870218912760327,-2.7870218912760327,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(profession)[T.teacher],1,-1.7897094726562386,,-1.7897094726562386,-1.7897094726562386,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject],1,-0.3290036156063954,,-0.3290036156063954,-0.3290036156063954,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(dominance)[T.-dom],1,0.0002083914620533,,0.0002083914620533,0.0002083914620533,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.carpenter],1,-0.0528645833333348,,-0.0528645833333348,-0.0528645833333348,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.cashier],1,0.0902628580729154,,0.0902628580729154,0.0902628580729154,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.ceo],1,0.0165771484374988,,0.0165771484374988,0.0165771484374988,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.cleaner],1,0.4620351155598943,,0.4620351155598943,0.4620351155598943,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.cook],1,0.4798278808593739,,0.4798278808593739,0.4798278808593739,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.designer],1,0.1024088541666653,,0.1024088541666653,0.1024088541666653,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.driver],1,-0.1466796875000014,,-0.1466796875000014,-0.1466796875000014,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.lawyer],1,0.1520507812499988,,0.1520507812499988,0.1520507812499988,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.manager],1,-0.105930582682293,,-0.105930582682293,-0.105930582682293,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.receptionist],1,0.1981638590494773,,0.1981638590494773,0.1981638590494773,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.salesperson],1,0.0074707031249985,,0.0074707031249985,0.0074707031249985,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.secretary],1,0.1273946126302069,,0.1273946126302069,0.1273946126302069,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(profession)[T.teacher],1,0.15086466471354,,0.15086466471354,0.15086466471354,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(syntactic_role)[T.subject]:C(valence)[T.-val],1,-0.0354701450892857,,-0.0354701450892857,-0.0354701450892857,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect],1,-0.0599735804966551,,-0.0599735804966551,-0.0599735804966551,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(dominance)[T.-dom],1,0.0176103864397333,,0.0176103864397333,0.0176103864397333,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.carpenter],1,-0.021386718749999,,-0.021386718749999,-0.021386718749999,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.cashier],1,0.2217437744140643,,0.2217437744140643,0.2217437744140643,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.ceo],1,-0.0795166015624986,,-0.0795166015624986,-0.0795166015624986,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.cleaner],1,-0.0478485107421865,,-0.0478485107421865,-0.0478485107421865,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.cook],1,0.0135070800781264,,0.0135070800781264,0.0135070800781264,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.designer],1,0.1476806640625013,,0.1476806640625013,0.1476806640625013,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.driver],1,0.1877929687500015,,0.1877929687500015,0.1877929687500015,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.lawyer],1,0.0263671875000011,,0.0263671875000011,0.0263671875000011,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.manager],1,0.2645202636718765,,0.2645202636718765,0.2645202636718765,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.receptionist],1,0.1729064941406265,,0.1729064941406265,0.1729064941406265,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.salesperson],1,0.0177734375000014,,0.0177734375000014,0.0177734375000014,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.secretary],1,0.3170410156250009,,0.3170410156250009,0.3170410156250009,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(profession)[T.teacher],1,0.1940185546875012,,0.1940185546875012,0.1940185546875012,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],1,0.004669189453126,,0.004669189453126,0.004669189453126,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.past perfect]:C(valence)[T.-val],1,0.0814566476004478,,0.0814566476004478,0.0814566476004478,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous],1,-0.1675975254603811,,-0.1675975254603811,-0.1675975254603811,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(dominance)[T.-dom],1,-0.1022456577845973,,-0.1022456577845973,-0.1022456577845973,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.carpenter],1,-0.2425781250000004,,-0.2425781250000004,-0.2425781250000004,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.cashier],1,0.4850830078125002,,0.4850830078125002,0.4850830078125002,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.ceo],1,0.280224609375,,0.280224609375,0.280224609375,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.cleaner],1,0.483432006835937,,0.483432006835937,0.483432006835937,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.cook],1,0.1761657714843749,,0.1761657714843749,0.1761657714843749,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.designer],1,0.1414306640624997,,0.1414306640624997,0.1414306640624997,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.driver],1,0.21142578125,,0.21142578125,0.21142578125,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.lawyer],1,-0.0866210937500004,,-0.0866210937500004,-0.0866210937500004,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.manager],1,0.4011657714843749,,0.4011657714843749,0.4011657714843749,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.receptionist],1,0.4663574218749999,,0.4663574218749999,0.4663574218749999,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.salesperson],1,0.2723144531249998,,0.2723144531249998,0.2723144531249998,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.secretary],1,0.422817993164062,,0.422817993164062,0.422817993164062,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(profession)[T.teacher],1,0.3233001708984371,,0.3233001708984371,0.3233001708984371,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],1,0.044786289760046,,0.044786289760046,0.044786289760046,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present continuous]:C(valence)[T.-val],1,0.0246856689453135,,0.0246856689453135,0.0246856689453135,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect],1,-0.0978003365652885,,-0.0978003365652885,-0.0978003365652885,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(dominance)[T.-dom],1,-0.0221126011439726,,-0.0221126011439726,-0.0221126011439726,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.carpenter],1,-0.3339355468750031,,-0.3339355468750031,-0.3339355468750031,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.cashier],1,0.5075592041015599,,0.5075592041015599,0.5075592041015599,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.ceo],1,0.1885742187499967,,0.1885742187499967,0.1885742187499967,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.cleaner],1,0.4063507080078091,,0.4063507080078091,0.4063507080078091,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.cook],1,0.277728271484372,,0.277728271484372,0.277728271484372,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.designer],1,0.2797607421874968,,0.2797607421874968,0.2797607421874968,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.driver],1,0.2780761718749971,,0.2780761718749971,0.2780761718749971,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.lawyer],1,-0.0848144531250033,,-0.0848144531250033,-0.0848144531250033,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.manager],1,0.461663818359372,,0.461663818359372,0.461663818359372,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.receptionist],1,0.571874999999997,,0.571874999999997,0.571874999999997,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.salesperson],1,0.2552734374999968,,0.2552734374999968,0.2552734374999968,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.secretary],1,0.6430114746093717,,0.6430114746093717,0.6430114746093717,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(profession)[T.teacher],1,0.4601470947265592,,0.4601470947265592,0.4601470947265592,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],1,-0.07720729282924,,-0.07720729282924,-0.07720729282924,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.present perfect]:C(valence)[T.-val],1,0.0713854108537953,,0.0713854108537953,0.0713854108537953,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future],1,0.2487217494419666,,0.2487217494419666,0.2487217494419666,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(dominance)[T.-dom],1,-0.149455043247767,,-0.149455043247767,-0.149455043247767,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.carpenter],1,-0.2769042968750038,,-0.2769042968750038,-0.2769042968750038,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.cashier],1,0.7060577392578092,,0.7060577392578092,0.7060577392578092,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.ceo],1,0.0045898437499961,,0.0045898437499961,0.0045898437499961,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.cleaner],1,0.3553192138671838,,0.3553192138671838,0.3553192138671838,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.cook],1,0.1703308105468713,,0.1703308105468713,0.1703308105468713,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.designer],1,0.3716064453124962,,0.3716064453124962,0.3716064453124962,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.driver],1,0.3713378906249966,,0.3713378906249966,0.3713378906249966,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.lawyer],1,-0.0293457031250042,,-0.0293457031250042,-0.0293457031250042,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.manager],1,0.7374938964843715,,0.7374938964843715,0.7374938964843715,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.receptionist],1,0.7345367431640589,,0.7345367431640589,0.7345367431640589,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.salesperson],1,0.4593261718749962,,0.4593261718749962,0.4593261718749962,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.secretary],1,0.9263641357421836,,0.9263641357421836,0.9263641357421836,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(profession)[T.teacher],1,0.6978698730468708,,0.6978698730468708,0.6978698730468708,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(syntactic_role)[T.subject],1,-0.1481794084821419,,-0.1481794084821419,-0.1481794084821419,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple future]:C(valence)[T.-val],1,0.1633745465959826,,0.1633745465959826,0.1633745465959826,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past],1,-0.1417018345424105,,-0.1417018345424105,-0.1417018345424105,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(dominance)[T.-dom],1,0.0121904645647332,,0.0121904645647332,0.0121904645647332,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.carpenter],1,0.0393554687499978,,0.0393554687499978,0.0393554687499978,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.cashier],1,0.2478179931640609,,0.2478179931640609,0.2478179931640609,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.ceo],1,-0.0710937500000017,,-0.0710937500000017,-0.0710937500000017,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.cleaner],1,0.1118316650390603,,0.1118316650390603,0.1118316650390603,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.cook],1,0.1241027832031232,,0.1241027832031232,0.1241027832031232,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.designer],1,0.1398437499999981,,0.1398437499999981,0.1398437499999981,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.driver],1,0.2635742187499982,,0.2635742187499982,0.2635742187499982,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.lawyer],1,0.0113281249999979,,0.0113281249999979,0.0113281249999979,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.manager],1,0.2698669433593731,,0.2698669433593731,0.2698669433593731,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.receptionist],1,0.2175720214843735,,0.2175720214843735,0.2175720214843735,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.salesperson],1,0.1273925781249981,,0.1273925781249981,0.1273925781249981,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.secretary],1,0.4477416992187479,,0.4477416992187479,0.4477416992187479,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(profession)[T.teacher],1,0.2692382812499979,,0.2692382812499979,0.2692382812499979,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(syntactic_role)[T.subject],1,0.1119881766183044,,0.1119881766183044,0.1119881766183044,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(tense)[T.simple past]:C(valence)[T.-val],1,0.0855922154017866,,0.0855922154017866,0.0855922154017866,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(valence)[T.-val],1,0.1268284388950792,,0.1268284388950792,0.1268284388950792,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(valence)[T.-val]:C(dominance)[T.-dom],1,-0.0833984374999985,,-0.0833984374999985,-0.0833984374999985,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(valence)[T.-val]:C(profession)[T.carpenter],1,0.1580078125000086,,0.1580078125000086,0.1580078125000086,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(valence)[T.-val]:C(profession)[T.cashier],1,-0.2556783040364496,,-0.2556783040364496,-0.2556783040364496,0.0,1.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(valence)[T.-val]:C(profession)[T.ceo],1,0.0149983723958419,,0.0149983723958419,0.0149983723958419,1.0,0.0
allenai_Olmo-3-1025-7B,full_mixed_2,C(valence)[T.-val]:C(profession)[T.cleaner],1,-0.2981252034505122,,-0.2981252034505122,-0.2981252034505122,0.0,1.0
