run_dir,run_name,input_csv,target_model,model_name,model_dir,selection_variant,formula,re_formula,group_col,optimizer,converged,aic,bic,log_likelihood,nobs,residual_variance,R2m,R2c,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__2__C_tense_C_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__2__C_tense_C_syntactic_role,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(valence) + C(tense):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,7034.305618565464,7279.567982172083,-3481.152809282732,6720,0.16014116332241446,0.02898198132176992,0.9075858852347808,0.0026952384178462597,0.03040458236250948,0.015801116166603933,0.014131296340052103
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,7035.005001929298,7293.893052402951,-3479.502500964649,6720,0.16006169507863766,0.029027328438973668,0.9076319131177903,0.0026959084356606975,0.030404804397892338,0.01580178950202252,0.014132101295423978
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__allenai_Olmo-3-1025-7B.csv,allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__random_intercept_baseline,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/selected_mixed_random_slopes__random_intercept_baseline,random_intercept_baseline,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(valence):C(dominance),1,profession,lbfgs,True,7490.708384209502,7674.655156914466,-3718.354192104751,6720,0.1740346307988824,0.03197654966242966,0.8961563344535752,,,,
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4523.5520864519785,4809.691510659701,-2219.7760432259893,6720,0.10979791429930232,0.030783535417569546,0.9471917624990203,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4523.5520864519785,4809.691510659701,-2219.7760432259893,6720,0.10979791429930232,0.030783535417569546,0.9471917624990203,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__full,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__full,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4524.628383911768,4817.580651553008,-2219.314191955884,6720,0.10978260557357722,0.03078936832648685,0.9472011674727067,0.011570140090971189,0.019489056318554288,0.006005029343766593,0.0044046337839004105
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__1__C_tense_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__1__C_tense_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4542.411501083137,4794.486708123273,-2234.2057505415687,6720,0.11027478449956866,0.03051283400205523,0.9470193492036179,0.011574407044493952,0.019512514492146953,0.0060078475375306235,0.004399473034309126
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4543.491799428048,4802.379849901701,-2233.745899714024,6720,0.11025957593286916,0.03052229545044696,0.9470230209154668,0.011574833801305657,0.01951240844279377,0.0060075290950090685,0.004398804206585278
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4554.325226951849,4833.651807726053,-2236.1626134759244,6720,0.1103398295230122,0.03048177680806578,0.946993092081346,0.011569162552292015,0.01950544991011365,0.006009300699570149,0.004399118765926212
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4555.4060744296,4841.545498637322,-2235.7030372148,6720,0.110324511091096,0.030486824278751625,0.9470046762354195,0.01157182413034752,0.019501197674243995,0.00601077892742627,0.004400162222652567
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__1__C_tense_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__1__C_tense_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4555.932371841212,4808.007578881348,-2240.966185920606,6720,0.11049933909419571,0.03039439680117402,0.9469303619853477,0.011574263843737444,0.019523096922611168,0.006000365465330539,0.004400161213579692
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_tense_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__0__C_tense_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4557.014589060454,4815.902639534108,-2240.507294530227,6720,0.11048385941235361,0.03036700414598669,0.946985551360752,0.011590186293148983,0.01952314264753747,0.006006700061073066,0.004402204788186267
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__1__C_tense_C_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__1__C_tense_C_syntactic_role,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4587.4945772473875,4839.569784287523,-2256.7472886236937,6720,0.11102556087059737,0.030215733787447234,0.9465766478925093,0.011558771101113188,0.0194704058423962,0.005998781506433993,0.004391824602892052
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4588.581095185706,4847.469145659359,-2256.290547592853,6720,0.11101035976768225,0.03022754957559899,0.9465776282664942,0.011556128759564199,0.019467201071466458,0.005998699975945839,0.004391535480593465
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__1__C_valence_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__1__C_valence_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4675.214815233943,4954.541396008148,-2296.6074076169716,6720,0.1123646195536319,0.029640212217706824,0.9458475647267989,0.011528390366251341,0.01944747346502914,0.005984717734629195,0.004377039993299913
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,4676.312124245058,4962.45154845278,-2296.156062122529,6720,0.11234938879930512,0.029600043212621205,0.9459206199096164,0.011540922840859195,0.01944736711753871,0.005985381698191783,0.004378334717312048
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__google_gemma-3-4b-pt.csv,google_gemma-3-4b-pt,selected_mixed_random_slopes__random_intercept_baseline,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/selected_mixed_random_slopes__random_intercept_baseline,random_intercept_baseline,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(valence):C(dominance),1,profession,lbfgs,True,4973.423090248441,5164.182706386923,-2458.7115451242207,6720,0.11956512485754243,0.04507327761372198,0.9175157265095064,,,,
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__gpt2.csv,gpt2,selected_mixed_random_slopes,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870/models/selected_mixed_random_slopes,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,2096.7309869656237,2382.870411173346,-1006.3654934828119,6720,0.07617754461969618,0.019478890079102435,0.9052186957545499,0.015705522151567054,0.027660810602003226,0.0044819125972814814,0.005832167188926158
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__gpt2.csv,gpt2,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,2096.7309869656237,2382.870411173346,-1006.3654934828119,6720,0.07617754461969618,0.019478890079102435,0.9052186957545499,0.015705522151567054,0.027660810602003226,0.0044819125972814814,0.005832167188926158
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__gpt2.csv,gpt2,selected_mixed_random_slopes__full,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870/models/selected_mixed_random_slopes__full,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,2097.8655820387066,2390.817849679946,-1005.9327910193533,6720,0.07619668772706843,0.01955081110280348,0.9039174565125051,0.014862694619610522,0.026478428846079576,0.004237090322505863,0.005336143313253015
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__gpt2.csv,gpt2,selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870/models/selected_mixed_random_slopes__candidate__1__C_syntactic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,2099.478528973632,2378.805109747837,-1008.739264486816,6720,0.0762448768420404,0.019371752740499827,0.9055013302516034,0.01578646754921258,0.02799085170775394,0.004396245342467008,0.005625981825337458
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__gpt2.csv,gpt2,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,2100.698646945355,2386.838071153077,-1008.3493234726775,6720,0.07623036384979519,0.01934667632223438,0.9055615581989593,0.01587807026668116,0.027923120705092303,0.004453748405844918,0.005673256494894218
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__gpt2.csv,gpt2,selected_mixed_random_slopes__candidate__1__C_tense_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870/models/selected_mixed_random_slopes__candidate__1__C_tense_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,2117.440279757211,2369.5154867973474,-1021.7201398786056,6720,0.07655357256811675,0.019074087940439292,0.9037101149938329,0.01446707472364037,0.025919865930413278,0.0044211040442254474,0.005256852760258502
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__gpt2.csv,gpt2,selected_mixed_random_slopes__candidate__1__C_tense_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870/models/selected_mixed_random_slopes__candidate__1__C_tense_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(syntactic_role):C(valence) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,2117.65364487817,2369.728851918306,-1021.8268224390849,6720,0.07655638024085902,0.01909439804608614,0.9036472875938413,0.014501014337542834,0.02614383010797359,0.0043369398237935956,0.005261600584576859
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__gpt2.csv,gpt2,selected_mixed_random_slopes__candidate__0__C_tense_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870/models/selected_mixed_random_slopes__candidate__0__C_tense_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,2118.553988308813,2377.4420387824666,-1021.2769941544066,6720,0.07653391065802906,0.01908927055383102,0.9039720746950163,0.014519936147646425,0.026107040530516844,0.004378645613862406,0.005374600271301465
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/he_she_odds_results__gpt2.csv,gpt2,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__gpt2__54292870/models/selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,2119.1701053353318,2378.0581558089852,-1021.5850526676659,6720,0.07654851789136205,0.019073610104763685,0.9037905846856721,0.014472934938660335,0.0259211280209396,0.004425172039223202,0.005282959271005117
